N, 0, IBM, 10, 100, B, 0
N, 10914, IBM, 11, 100, S, 10914
N, 10915, IBM, 11, 100, S, 10915
N, 10916, IBM, 11, 100, S, 10916
N, 10917, IBM, 11, 100, S, 10917
N, 10918, IBM, 11, 100, S, 10918
N, 10919, IBM, 11, 100, S, 10919
N, 10920, IBM, 11, 100, S, 10920
N, 10921, IBM, 11, 100, S, 10921
N, 10922, IBM, 11, 100, S, 10922
N, 10923, IBM, 11, 100, S, 10923
N, 10924, IBM, 11, 100, S, 10924
N, 10925, IBM, 11, 100, S, 10925
N, 10926, IBM, 11, 100, S, 10926
N, 10927, IBM, 11, 100, S, 10927
N, 10928, IBM, 11, 100, S, 10928
N, 10929, IBM, 11, 100, S, 10929
N, 10930, IBM, 11, 100, S, 10930
N, 10931, IBM, 11, 100, S, 10931
N, 10932, IBM, 11, 100, S, 10932
N, 10933, IBM, 11, 100, S, 10933
N, 10934, IBM, 11, 100, S, 10934
N, 10935, IBM, 11, 100, S, 10935
N, 10936, IBM, 11, 100, S, 10936
N, 10937, IBM, 11, 100, S, 10937
N, 10938, IBM, 11, 100, S, 10938
N, 10939, IBM, 11, 100, S, 10939
N, 10940, IBM, 11, 100, S, 10940
N, 10941, IBM, 11, 100, S, 10941
N, 10942, IBM, 11, 100, S, 10942
N, 10943, IBM, 11, 100, S, 10943
N, 10944, IBM, 11, 100, S, 10944
N, 10945, IBM, 11, 100, S, 10945
N, 10946, IBM, 11, 100, S, 10946
N, 10947, IBM, 11, 100, S, 10947
N, 10948, IBM, 11, 100, S, 10948
N, 10949, IBM, 11, 100, S, 10949
N, 10950, IBM, 11, 100, S, 10950
N, 10951, IBM, 11, 100, S, 10951
N, 10952, IBM, 11, 100, S, 10952
N, 10953, IBM, 11, 100, S, 10953
N, 10954, IBM, 11, 100, S, 10954
N, 10955, IBM, 11, 100, S, 10955
N, 10956, IBM, 11, 100, S, 10956
N, 10957, IBM, 11, 100, S, 10957
N, 10958, IBM, 11, 100, S, 10958
N, 10959, IBM, 11, 100, S, 10959
N, 10960, IBM, 11, 100, S, 10960
N, 10961, IBM, 11, 100, S, 10961
N, 10962, IBM, 11, 100, S, 10962
N, 10963, IBM, 11, 100, S, 10963
N, 10964, IBM, 11, 100, S, 10964
N, 10965, IBM, 11, 100, S, 10965
N, 10966, IBM, 11, 100, S, 10966
N, 10967, IBM, 11, 100, S, 10967
N, 10968, IBM, 11, 100, S, 10968
N, 10969, IBM, 11, 100, S, 10969
N, 10970, IBM, 11, 100, S, 10970
N, 10971, IBM, 11, 100, S, 10971
N, 10972, IBM, 11, 100, S, 10972
N, 10973, IBM, 11, 100, S, 10973
N, 10974, IBM, 11, 100, S, 10974
N, 10975, IBM, 11, 100, S, 10975
N, 10976, IBM, 11, 100, S, 10976
N, 10977, IBM, 11, 100, S, 10977
N, 10978, IBM, 11, 100, S, 10978
N, 10979, IBM, 11, 100, S, 10979
N, 10980, IBM, 11, 100, S, 10980
N, 10981, IBM, 11, 100, S, 10981
N, 10982, IBM, 11, 100, S, 10982
N, 10983, IBM, 11, 100, S, 10983
N, 10984, IBM, 11, 100, S, 10984
N, 10985, IBM, 11, 100, S, 10985
N, 10986, IBM, 11, 100, S, 10986
N, 10987, IBM, 11, 100, S, 10987
N, 10988, IBM, 11, 100, S, 10988
N, 10989, IBM, 11, 100, S, 10989
N, 10990, IBM, 11, 100, S, 10990
N, 10991, IBM, 11, 100, S, 10991
N, 10992, IBM, 11, 100, S, 10992
N, 10993, IBM, 11, 100, S, 10993
N, 10994, IBM, 11, 100, S, 10994
N, 10995, IBM, 11, 100, S, 10995
N, 10996, IBM, 11, 100, S, 10996
N, 10997, IBM, 11, 100, S, 10997
N, 10998, IBM, 11, 100, S, 10998
N, 10999, IBM, 11, 100, S, 10999
N, 11000, IBM, 11, 100, S, 11000
N, 11001, IBM, 11, 100, S, 11001
N, 11002, IBM, 11, 100, S, 11002
N, 11003, IBM, 11, 100, S, 11003
N, 11004, IBM, 11, 100, S, 11004
N, 11005, IBM, 11, 100, S, 11005
N, 11006, IBM, 11, 100, S, 11006
N, 11007, IBM, 11, 100, S, 11007
N, 11008, IBM, 11, 100, S, 11008
N, 11009, IBM, 11, 100, S, 11009
N, 11010, IBM, 11, 100, S, 11010
N, 11011, IBM, 11, 100, S, 11011
N, 11012, IBM, 11, 100, S, 11012
N, 11013, IBM, 11, 100, S, 11013
N, 11014, IBM, 11, 100, S, 11014
N, 11015, IBM, 11, 100, S, 11015
N, 11016, IBM, 11, 100, S, 11016
N, 11017, IBM, 11, 100, S, 11017
N, 11018, IBM, 11, 100, S, 11018
N, 11019, IBM, 11, 100, S, 11019
N, 11020, IBM, 11, 100, S, 11020
N, 11021, IBM, 11, 100, S, 11021
N, 11022, IBM, 11, 100, S, 11022
N, 11023, IBM, 11, 100, S, 11023
N, 11024, IBM, 11, 100, S, 11024
N, 11025, IBM, 11, 100, S, 11025
N, 11026, IBM, 11, 100, S, 11026
N, 11027, IBM, 11, 100, S, 11027
N, 11028, IBM, 11, 100, S, 11028
N, 11029, IBM, 11, 100, S, 11029
N, 11030, IBM, 11, 100, S, 11030
N, 11031, IBM, 11, 100, S, 11031
N, 11032, IBM, 11, 100, S, 11032
N, 11033, IBM, 11, 100, S, 11033
N, 11034, IBM, 11, 100, S, 11034
N, 11035, IBM, 11, 100, S, 11035
N, 11036, IBM, 11, 100, S, 11036
N, 11037, IBM, 11, 100, S, 11037
N, 11038, IBM, 11, 100, S, 11038
N, 11039, IBM, 11, 100, S, 11039
N, 11040, IBM, 11, 100, S, 11040
N, 11041, IBM, 11, 100, S, 11041
N, 11042, IBM, 11, 100, S, 11042
N, 11043, IBM, 11, 100, S, 11043
N, 11044, IBM, 11, 100, S, 11044
N, 11045, IBM, 11, 100, S, 11045
N, 11046, IBM, 11, 100, S, 11046
N, 11047, IBM, 11, 100, S, 11047
N, 11048, IBM, 11, 100, S, 11048
N, 11049, IBM, 11, 100, S, 11049
N, 11050, IBM, 11, 100, S, 11050
N, 11051, IBM, 11, 100, S, 11051
N, 11052, IBM, 11, 100, S, 11052
N, 11053, IBM, 11, 100, S, 11053
N, 11054, IBM, 11, 100, S, 11054
N, 11055, IBM, 11, 100, S, 11055
N, 11056, IBM, 11, 100, S, 11056
N, 11057, IBM, 11, 100, S, 11057
N, 11058, IBM, 11, 100, S, 11058
N, 11059, IBM, 11, 100, S, 11059
N, 11060, IBM, 11, 100, S, 11060
N, 11061, IBM, 11, 100, S, 11061
N, 11062, IBM, 11, 100, S, 11062
N, 11063, IBM, 11, 100, S, 11063
N, 11064, IBM, 11, 100, S, 11064
N, 11065, IBM, 11, 100, S, 11065
N, 11066, IBM, 11, 100, S, 11066
N, 11067, IBM, 11, 100, S, 11067
N, 11068, IBM, 11, 100, S, 11068
N, 11069, IBM, 11, 100, S, 11069
N, 11070, IBM, 11, 100, S, 11070
N, 11071, IBM, 11, 100, S, 11071
N, 11072, IBM, 11, 100, S, 11072
N, 11073, IBM, 11, 100, S, 11073
N, 11074, IBM, 11, 100, S, 11074
N, 11075, IBM, 11, 100, S, 11075
N, 11076, IBM, 11, 100, S, 11076
N, 11077, IBM, 11, 100, S, 11077
N, 11078, IBM, 11, 100, S, 11078
N, 11079, IBM, 11, 100, S, 11079
N, 11080, IBM, 11, 100, S, 11080
N, 11081, IBM, 11, 100, S, 11081
N, 11082, IBM, 11, 100, S, 11082
N, 11083, IBM, 11, 100, S, 11083
N, 11084, IBM, 11, 100, S, 11084
N, 11085, IBM, 11, 100, S, 11085
N, 11086, IBM, 11, 100, S, 11086
N, 11087, IBM, 11, 100, S, 11087
N, 11088, IBM, 11, 100, S, 11088
N, 11089, IBM, 11, 100, S, 11089
N, 11090, IBM, 11, 100, S, 11090
N, 11091, IBM, 11, 100, S, 11091
N, 11092, IBM, 11, 100, S, 11092
N, 11093, IBM, 11, 100, S, 11093
N, 11094, IBM, 11, 100, S, 11094
N, 11095, IBM, 11, 100, S, 11095
N, 11096, IBM, 11, 100, S, 11096
N, 11097, IBM, 11, 100, S, 11097
N, 11098, IBM, 11, 100, S, 11098
N, 11099, IBM, 11, 100, S, 11099
N, 11100, IBM, 11, 100, S, 11100
N, 11101, IBM, 11, 100, S, 11101
N, 11102, IBM, 11, 100, S, 11102
N, 11103, IBM, 11, 100, S, 11103
N, 11104, IBM, 11, 100, S, 11104
N, 11105, IBM, 11, 100, S, 11105
N, 11106, IBM, 11, 100, S, 11106
N, 11107, IBM, 11, 100, S, 11107
N, 11108, IBM, 11, 100, S, 11108
N, 11109, IBM, 11, 100, S, 11109
N, 11110, IBM, 11, 100, S, 11110
N, 11111, IBM, 11, 100, S, 11111
N, 11112, IBM, 11, 100, S, 11112
N, 11113, IBM, 11, 100, S, 11113
N, 11114, IBM, 11, 100, S, 11114
N, 11115, IBM, 11, 100, S, 11115
N, 11116, IBM, 11, 100, S, 11116
N, 11117, IBM, 11, 100, S, 11117
N, 11118, IBM, 11, 100, S, 11118
N, 11119, IBM, 11, 100, S, 11119
N, 11120, IBM, 11, 100, S, 11120
N, 11121, IBM, 11, 100, S, 11121
N, 11122, IBM, 11, 100, S, 11122
N, 11123, IBM, 11, 100, S, 11123
N, 11124, IBM, 11, 100, S, 11124
N, 11125, IBM, 11, 100, S, 11125
N, 11126, IBM, 11, 100, S, 11126
N, 11127, IBM, 11, 100, S, 11127
N, 11128, IBM, 11, 100, S, 11128
N, 11129, IBM, 11, 100, S, 11129
N, 11130, IBM, 11, 100, S, 11130
N, 11131, IBM, 11, 100, S, 11131
N, 11132, IBM, 11, 100, S, 11132
N, 11133, IBM, 11, 100, S, 11133
N, 11134, IBM, 11, 100, S, 11134
N, 11135, IBM, 11, 100, S, 11135
N, 11136, IBM, 11, 100, S, 11136
N, 11137, IBM, 11, 100, S, 11137
N, 11138, IBM, 11, 100, S, 11138
N, 11139, IBM, 11, 100, S, 11139
N, 11140, IBM, 11, 100, S, 11140
N, 11141, IBM, 11, 100, S, 11141
N, 11142, IBM, 11, 100, S, 11142
N, 11143, IBM, 11, 100, S, 11143
N, 11144, IBM, 11, 100, S, 11144
N, 11145, IBM, 11, 100, S, 11145
N, 11146, IBM, 11, 100, S, 11146
N, 11147, IBM, 11, 100, S, 11147
N, 11148, IBM, 11, 100, S, 11148
N, 11149, IBM, 11, 100, S, 11149
N, 11150, IBM, 11, 100, S, 11150
N, 11151, IBM, 11, 100, S, 11151
N, 11152, IBM, 11, 100, S, 11152
N, 11153, IBM, 11, 100, S, 11153
N, 11154, IBM, 11, 100, S, 11154
N, 11155, IBM, 11, 100, S, 11155
N, 11156, IBM, 11, 100, S, 11156
N, 11157, IBM, 11, 100, S, 11157
N, 11158, IBM, 11, 100, S, 11158
N, 11159, IBM, 11, 100, S, 11159
N, 11160, IBM, 11, 100, S, 11160
N, 11161, IBM, 11, 100, S, 11161
N, 11162, IBM, 11, 100, S, 11162
N, 11163, IBM, 11, 100, S, 11163
N, 11164, IBM, 11, 100, S, 11164
N, 11165, IBM, 11, 100, S, 11165
N, 11166, IBM, 11, 100, S, 11166
N, 11167, IBM, 11, 100, S, 11167
N, 11168, IBM, 11, 100, S, 11168
N, 11169, IBM, 11, 100, S, 11169
N, 11170, IBM, 11, 100, S, 11170
N, 11171, IBM, 11, 100, S, 11171
N, 11172, IBM, 11, 100, S, 11172
N, 11173, IBM, 11, 100, S, 11173
N, 11174, IBM, 11, 100, S, 11174
N, 11175, IBM, 11, 100, S, 11175
N, 11176, IBM, 11, 100, S, 11176
N, 11177, IBM, 11, 100, S, 11177
N, 11178, IBM, 11, 100, S, 11178
N, 11179, IBM, 11, 100, S, 11179
N, 11180, IBM, 11, 100, S, 11180
N, 11181, IBM, 11, 100, S, 11181
N, 11182, IBM, 11, 100, S, 11182
N, 11183, IBM, 11, 100, S, 11183
N, 11184, IBM, 11, 100, S, 11184
N, 11185, IBM, 11, 100, S, 11185
N, 11186, IBM, 11, 100, S, 11186
N, 11187, IBM, 11, 100, S, 11187
N, 11188, IBM, 11, 100, S, 11188
N, 11189, IBM, 11, 100, S, 11189
N, 11190, IBM, 11, 100, S, 11190
N, 11191, IBM, 11, 100, S, 11191
N, 11192, IBM, 11, 100, S, 11192
N, 11193, IBM, 11, 100, S, 11193
N, 11194, IBM, 11, 100, S, 11194
N, 11195, IBM, 11, 100, S, 11195
N, 11196, IBM, 11, 100, S, 11196
N, 11197, IBM, 11, 100, S, 11197
N, 11198, IBM, 11, 100, S, 11198
N, 11199, IBM, 11, 100, S, 11199
N, 11200, IBM, 11, 100, S, 11200
N, 11201, IBM, 11, 100, S, 11201
N, 11202, IBM, 11, 100, S, 11202
N, 11203, IBM, 11, 100, S, 11203
N, 11204, IBM, 11, 100, S, 11204
N, 11205, IBM, 11, 100, S, 11205
N, 11206, IBM, 11, 100, S, 11206
N, 11207, IBM, 11, 100, S, 11207
N, 11208, IBM, 11, 100, S, 11208
N, 11209, IBM, 11, 100, S, 11209
N, 11210, IBM, 11, 100, S, 11210
N, 11211, IBM, 11, 100, S, 11211
N, 11212, IBM, 11, 100, S, 11212
N, 11213, IBM, 11, 100, S, 11213
N, 11214, IBM, 11, 100, S, 11214
N, 11215, IBM, 11, 100, S, 11215
N, 11216, IBM, 11, 100, S, 11216
N, 11217, IBM, 11, 100, S, 11217
N, 11218, IBM, 11, 100, S, 11218
N, 11219, IBM, 11, 100, S, 11219
N, 11220, IBM, 11, 100, S, 11220
N, 11221, IBM, 11, 100, S, 11221
N, 11222, IBM, 11, 100, S, 11222
N, 11223, IBM, 11, 100, S, 11223
N, 11224, IBM, 11, 100, S, 11224
N, 11225, IBM, 11, 100, S, 11225
N, 11226, IBM, 11, 100, S, 11226
N, 11227, IBM, 11, 100, S, 11227
N, 11228, IBM, 11, 100, S, 11228
N, 11229, IBM, 11, 100, S, 11229
N, 11230, IBM, 11, 100, S, 11230
N, 11231, IBM, 11, 100, S, 11231
N, 11232, IBM, 11, 100, S, 11232
N, 11233, IBM, 11, 100, S, 11233
N, 11234, IBM, 11, 100, S, 11234
N, 11235, IBM, 11, 100, S, 11235
N, 11236, IBM, 11, 100, S, 11236
N, 11237, IBM, 11, 100, S, 11237
N, 11238, IBM, 11, 100, S, 11238
N, 11239, IBM, 11, 100, S, 11239
N, 11240, IBM, 11, 100, S, 11240
N, 11241, IBM, 11, 100, S, 11241
N, 11242, IBM, 11, 100, S, 11242
N, 11243, IBM, 11, 100, S, 11243
N, 11244, IBM, 11, 100, S, 11244
N, 11245, IBM, 11, 100, S, 11245
N, 11246, IBM, 11, 100, S, 11246
N, 11247, IBM, 11, 100, S, 11247
N, 11248, IBM, 11, 100, S, 11248
N, 11249, IBM, 11, 100, S, 11249
N, 11250, IBM, 11, 100, S, 11250
N, 11251, IBM, 11, 100, S, 11251
N, 11252, IBM, 11, 100, S, 11252
N, 11253, IBM, 11, 100, S, 11253
N, 11254, IBM, 11, 100, S, 11254
N, 11255, IBM, 11, 100, S, 11255
N, 11256, IBM, 11, 100, S, 11256
N, 11257, IBM, 11, 100, S, 11257
N, 11258, IBM, 11, 100, S, 11258
N, 11259, IBM, 11, 100, S, 11259
N, 11260, IBM, 11, 100, S, 11260
N, 11261, IBM, 11, 100, S, 11261
N, 11262, IBM, 11, 100, S, 11262
N, 11263, IBM, 11, 100, S, 11263
N, 11264, IBM, 11, 100, S, 11264
N, 11265, IBM, 11, 100, S, 11265
N, 11266, IBM, 11, 100, S, 11266
N, 11267, IBM, 11, 100, S, 11267
N, 11268, IBM, 11, 100, S, 11268
N, 11269, IBM, 11, 100, S, 11269
N, 11270, IBM, 11, 100, S, 11270
N, 11271, IBM, 11, 100, S, 11271
N, 11272, IBM, 11, 100, S, 11272
N, 11273, IBM, 11, 100, S, 11273
N, 11274, IBM, 11, 100, S, 11274
N, 11275, IBM, 11, 100, S, 11275
N, 11276, IBM, 11, 100, S, 11276
N, 11277, IBM, 11, 100, S, 11277
N, 11278, IBM, 11, 100, S, 11278
N, 11279, IBM, 11, 100, S, 11279
N, 11280, IBM, 11, 100, S, 11280
N, 11281, IBM, 11, 100, S, 11281
N, 11282, IBM, 11, 100, S, 11282
N, 11283, IBM, 11, 100, S, 11283
N, 11284, IBM, 11, 100, S, 11284
N, 11285, IBM, 11, 100, S, 11285
N, 11286, IBM, 11, 100, S, 11286
N, 11287, IBM, 11, 100, S, 11287
N, 11288, IBM, 11, 100, S, 11288
N, 11289, IBM, 11, 100, S, 11289
N, 11290, IBM, 11, 100, S, 11290
N, 11291, IBM, 11, 100, S, 11291
N, 11292, IBM, 11, 100, S, 11292
N, 11293, IBM, 11, 100, S, 11293
N, 11294, IBM, 11, 100, S, 11294
N, 11295, IBM, 11, 100, S, 11295
N, 11296, IBM, 11, 100, S, 11296
N, 11297, IBM, 11, 100, S, 11297
N, 11298, IBM, 11, 100, S, 11298
N, 11299, IBM, 11, 100, S, 11299
N, 11300, IBM, 11, 100, S, 11300
N, 11301, IBM, 11, 100, S, 11301
N, 11302, IBM, 11, 100, S, 11302
N, 11303, IBM, 11, 100, S, 11303
N, 11304, IBM, 11, 100, S, 11304
N, 11305, IBM, 11, 100, S, 11305
N, 11306, IBM, 11, 100, S, 11306
N, 11307, IBM, 11, 100, S, 11307
N, 11308, IBM, 11, 100, S, 11308
N, 11309, IBM, 11, 100, S, 11309
N, 11310, IBM, 11, 100, S, 11310
N, 11311, IBM, 11, 100, S, 11311
N, 11312, IBM, 11, 100, S, 11312
N, 11313, IBM, 11, 100, S, 11313
N, 11314, IBM, 11, 100, S, 11314
N, 11315, IBM, 11, 100, S, 11315
N, 11316, IBM, 11, 100, S, 11316
N, 11317, IBM, 11, 100, S, 11317
N, 11318, IBM, 11, 100, S, 11318
N, 11319, IBM, 11, 100, S, 11319
N, 11320, IBM, 11, 100, S, 11320
N, 11321, IBM, 11, 100, S, 11321
N, 11322, IBM, 11, 100, S, 11322
N, 11323, IBM, 11, 100, S, 11323
N, 11324, IBM, 11, 100, S, 11324
N, 11325, IBM, 11, 100, S, 11325
N, 11326, IBM, 11, 100, S, 11326
N, 11327, IBM, 11, 100, S, 11327
N, 11328, IBM, 11, 100, S, 11328
N, 11329, IBM, 11, 100, S, 11329
N, 11330, IBM, 11, 100, S, 11330
N, 11331, IBM, 11, 100, S, 11331
N, 11332, IBM, 11, 100, S, 11332
N, 11333, IBM, 11, 100, S, 11333
N, 11334, IBM, 11, 100, S, 11334
N, 11335, IBM, 11, 100, S, 11335
N, 11336, IBM, 11, 100, S, 11336
N, 11337, IBM, 11, 100, S, 11337
N, 11338, IBM, 11, 100, S, 11338
N, 11339, IBM, 11, 100, S, 11339
N, 11340, IBM, 11, 100, S, 11340
N, 11341, IBM, 11, 100, S, 11341
N, 11342, IBM, 11, 100, S, 11342
N, 11343, IBM, 11, 100, S, 11343
N, 11344, IBM, 11, 100, S, 11344
N, 11345, IBM, 11, 100, S, 11345
N, 11346, IBM, 11, 100, S, 11346
N, 11347, IBM, 11, 100, S, 11347
N, 11348, IBM, 11, 100, S, 11348
N, 11349, IBM, 11, 100, S, 11349
N, 11350, IBM, 11, 100, S, 11350
N, 11351, IBM, 11, 100, S, 11351
N, 11352, IBM, 11, 100, S, 11352
N, 11353, IBM, 11, 100, S, 11353
N, 11354, IBM, 11, 100, S, 11354
N, 11355, IBM, 11, 100, S, 11355
N, 11356, IBM, 11, 100, S, 11356
N, 11357, IBM, 11, 100, S, 11357
N, 11358, IBM, 11, 100, S, 11358
N, 11359, IBM, 11, 100, S, 11359
N, 11360, IBM, 11, 100, S, 11360
N, 11361, IBM, 11, 100, S, 11361
N, 11362, IBM, 11, 100, S, 11362
N, 11363, IBM, 11, 100, S, 11363
N, 11364, IBM, 11, 100, S, 11364
N, 11365, IBM, 11, 100, S, 11365
N, 11366, IBM, 11, 100, S, 11366
N, 11367, IBM, 11, 100, S, 11367
N, 11368, IBM, 11, 100, S, 11368
N, 11369, IBM, 11, 100, S, 11369
N, 11370, IBM, 11, 100, S, 11370
N, 11371, IBM, 11, 100, S, 11371
N, 11372, IBM, 11, 100, S, 11372
N, 11373, IBM, 11, 100, S, 11373
N, 11374, IBM, 11, 100, S, 11374
N, 11375, IBM, 11, 100, S, 11375
N, 11376, IBM, 11, 100, S, 11376
N, 11377, IBM, 11, 100, S, 11377
N, 11378, IBM, 11, 100, S, 11378
N, 11379, IBM, 11, 100, S, 11379
N, 11380, IBM, 11, 100, S, 11380
N, 11381, IBM, 11, 100, S, 11381
N, 11382, IBM, 11, 100, S, 11382
N, 11383, IBM, 11, 100, S, 11383
N, 11384, IBM, 11, 100, S, 11384
N, 11385, IBM, 11, 100, S, 11385
N, 11386, IBM, 11, 100, S, 11386
N, 11387, IBM, 11, 100, S, 11387
N, 11388, IBM, 11, 100, S, 11388
N, 11389, IBM, 11, 100, S, 11389
N, 11390, IBM, 11, 100, S, 11390
N, 11391, IBM, 11, 100, S, 11391
N, 11392, IBM, 11, 100, S, 11392
N, 11393, IBM, 11, 100, S, 11393
N, 11394, IBM, 11, 100, S, 11394
N, 11395, IBM, 11, 100, S, 11395
N, 11396, IBM, 11, 100, S, 11396
N, 11397, IBM, 11, 100, S, 11397
N, 11398, IBM, 11, 100, S, 11398
N, 11399, IBM, 11, 100, S, 11399
N, 11400, IBM, 11, 100, S, 11400
N, 11401, IBM, 11, 100, S, 11401
N, 11402, IBM, 11, 100, S, 11402
N, 11403, IBM, 11, 100, S, 11403
N, 11404, IBM, 11, 100, S, 11404
N, 11405, IBM, 11, 100, S, 11405
N, 11406, IBM, 11, 100, S, 11406
N, 11407, IBM, 11, 100, S, 11407
N, 11408, IBM, 11, 100, S, 11408
N, 11409, IBM, 11, 100, S, 11409
N, 11410, IBM, 11, 100, S, 11410
N, 11411, IBM, 11, 100, S, 11411
N, 11412, IBM, 11, 100, S, 11412
N, 11413, IBM, 11, 100, S, 11413
N, 11414, IBM, 11, 100, S, 11414
N, 11415, IBM, 11, 100, S, 11415
N, 11416, IBM, 11, 100, S, 11416
N, 11417, IBM, 11, 100, S, 11417
N, 11418, IBM, 11, 100, S, 11418
N, 11419, IBM, 11, 100, S, 11419
N, 11420, IBM, 11, 100, S, 11420
N, 11421, IBM, 11, 100, S, 11421
N, 11422, IBM, 11, 100, S, 11422
N, 11423, IBM, 11, 100, S, 11423
N, 11424, IBM, 11, 100, S, 11424
N, 11425, IBM, 11, 100, S, 11425
N, 11426, IBM, 11, 100, S, 11426
N, 11427, IBM, 11, 100, S, 11427
N, 11428, IBM, 11, 100, S, 11428
N, 11429, IBM, 11, 100, S, 11429
N, 11430, IBM, 11, 100, S, 11430
N, 11431, IBM, 11, 100, S, 11431
N, 11432, IBM, 11, 100, S, 11432
N, 11433, IBM, 11, 100, S, 11433
N, 11434, IBM, 11, 100, S, 11434
N, 11435, IBM, 11, 100, S, 11435
N, 11436, IBM, 11, 100, S, 11436
N, 11437, IBM, 11, 100, S, 11437
N, 11438, IBM, 11, 100, S, 11438
N, 11439, IBM, 11, 100, S, 11439
N, 11440, IBM, 11, 100, S, 11440
N, 11441, IBM, 11, 100, S, 11441
N, 11442, IBM, 11, 100, S, 11442
N, 11443, IBM, 11, 100, S, 11443
N, 11444, IBM, 11, 100, S, 11444
N, 11445, IBM, 11, 100, S, 11445
N, 11446, IBM, 11, 100, S, 11446
N, 11447, IBM, 11, 100, S, 11447
N, 11448, IBM, 11, 100, S, 11448
N, 11449, IBM, 11, 100, S, 11449
N, 11450, IBM, 11, 100, S, 11450
N, 11451, IBM, 11, 100, S, 11451
N, 11452, IBM, 11, 100, S, 11452
N, 11453, IBM, 11, 100, S, 11453
N, 11454, IBM, 11, 100, S, 11454
N, 11455, IBM, 11, 100, S, 11455
N, 11456, IBM, 11, 100, S, 11456
N, 11457, IBM, 11, 100, S, 11457
N, 11458, IBM, 11, 100, S, 11458
N, 11459, IBM, 11, 100, S, 11459
N, 11460, IBM, 11, 100, S, 11460
N, 11461, IBM, 11, 100, S, 11461
N, 11462, IBM, 11, 100, S, 11462
N, 11463, IBM, 11, 100, S, 11463
N, 11464, IBM, 11, 100, S, 11464
N, 11465, IBM, 11, 100, S, 11465
N, 11466, IBM, 11, 100, S, 11466
N, 11467, IBM, 11, 100, S, 11467
N, 11468, IBM, 11, 100, S, 11468
N, 11469, IBM, 11, 100, S, 11469
N, 11470, IBM, 11, 100, S, 11470
N, 11471, IBM, 11, 100, S, 11471
N, 11472, IBM, 11, 100, S, 11472
N, 11473, IBM, 11, 100, S, 11473
N, 11474, IBM, 11, 100, S, 11474
N, 11475, IBM, 11, 100, S, 11475
N, 11476, IBM, 11, 100, S, 11476
N, 11477, IBM, 11, 100, S, 11477
N, 11478, IBM, 11, 100, S, 11478
N, 11479, IBM, 11, 100, S, 11479
N, 11480, IBM, 11, 100, S, 11480
N, 11481, IBM, 11, 100, S, 11481
N, 11482, IBM, 11, 100, S, 11482
N, 11483, IBM, 11, 100, S, 11483
N, 11484, IBM, 11, 100, S, 11484
N, 11485, IBM, 11, 100, S, 11485
N, 11486, IBM, 11, 100, S, 11486
N, 11487, IBM, 11, 100, S, 11487
N, 11488, IBM, 11, 100, S, 11488
N, 11489, IBM, 11, 100, S, 11489
N, 11490, IBM, 11, 100, S, 11490
N, 11491, IBM, 11, 100, S, 11491
N, 11492, IBM, 11, 100, S, 11492
N, 11493, IBM, 11, 100, S, 11493
N, 11494, IBM, 11, 100, S, 11494
N, 11495, IBM, 11, 100, S, 11495
N, 11496, IBM, 11, 100, S, 11496
N, 11497, IBM, 11, 100, S, 11497
N, 11498, IBM, 11, 100, S, 11498
N, 11499, IBM, 11, 100, S, 11499
N, 11500, IBM, 11, 100, S, 11500
N, 11501, IBM, 11, 100, S, 11501
N, 11502, IBM, 11, 100, S, 11502
N, 11503, IBM, 11, 100, S, 11503
N, 11504, IBM, 11, 100, S, 11504
N, 11505, IBM, 11, 100, S, 11505
N, 11506, IBM, 11, 100, S, 11506
N, 11507, IBM, 11, 100, S, 11507
N, 11508, IBM, 11, 100, S, 11508
N, 11509, IBM, 11, 100, S, 11509
N, 11510, IBM, 11, 100, S, 11510
N, 11511, IBM, 11, 100, S, 11511
N, 11512, IBM, 11, 100, S, 11512
N, 11513, IBM, 11, 100, S, 11513
N, 11514, IBM, 11, 100, S, 11514
N, 11515, IBM, 11, 100, S, 11515
N, 11516, IBM, 11, 100, S, 11516
N, 11517, IBM, 11, 100, S, 11517
N, 11518, IBM, 11, 100, S, 11518
N, 11519, IBM, 11, 100, S, 11519
N, 11520, IBM, 11, 100, S, 11520
N, 11521, IBM, 11, 100, S, 11521
N, 11522, IBM, 11, 100, S, 11522
N, 11523, IBM, 11, 100, S, 11523
N, 11524, IBM, 11, 100, S, 11524
N, 11525, IBM, 11, 100, S, 11525
N, 11526, IBM, 11, 100, S, 11526
N, 11527, IBM, 11, 100, S, 11527
N, 11528, IBM, 11, 100, S, 11528
N, 11529, IBM, 11, 100, S, 11529
N, 11530, IBM, 11, 100, S, 11530
N, 11531, IBM, 11, 100, S, 11531
N, 11532, IBM, 11, 100, S, 11532
N, 11533, IBM, 11, 100, S, 11533
N, 11534, IBM, 11, 100, S, 11534
N, 11535, IBM, 11, 100, S, 11535
N, 11536, IBM, 11, 100, S, 11536
N, 11537, IBM, 11, 100, S, 11537
N, 11538, IBM, 11, 100, S, 11538
N, 11539, IBM, 11, 100, S, 11539
N, 11540, IBM, 11, 100, S, 11540
N, 11541, IBM, 11, 100, S, 11541
N, 11542, IBM, 11, 100, S, 11542
N, 11543, IBM, 11, 100, S, 11543
N, 11544, IBM, 11, 100, S, 11544
N, 11545, IBM, 11, 100, S, 11545
N, 11546, IBM, 11, 100, S, 11546
N, 11547, IBM, 11, 100, S, 11547
N, 11548, IBM, 11, 100, S, 11548
